scenario_id,scenario,error
523,"{'altitude': 24458.71190711335, 'time_at_altitude': 189.50189511802833, 'prebreathing_time': 150.42309366954976, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
524,"{'altitude': 21410.936203909714, 'time_at_altitude': 97.28106433520188, 'prebreathing_time': 199.7455207022265, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
525,"{'altitude': 18671.297411246578, 'time_at_altitude': 104.14938680811736, 'prebreathing_time': 167.02260772828618, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
526,"{'altitude': 21431.91725600519, 'time_at_altitude': 222.95136420426985, 'prebreathing_time': 48.12091422960648, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
527,"{'altitude': 18287.962103165362, 'time_at_altitude': 204.02415984547034, 'prebreathing_time': 167.15112564209556, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
528,"{'altitude': 24957.55471936397, 'time_at_altitude': 233.86576511002445, 'prebreathing_time': 22.973927121254334, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
529,"{'altitude': 19089.30128679265, 'time_at_altitude': 134.6766507401809, 'prebreathing_time': 160.2621849017748, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
530,"{'altitude': 20359.39781380647, 'time_at_altitude': 27.93322136184013, 'prebreathing_time': 107.91735298431229, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
531,"{'altitude': 23021.626553936552, 'time_at_altitude': 201.02467226411696, 'prebreathing_time': 168.9830034627911, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
532,"{'altitude': 24953.633719528643, 'time_at_altitude': 137.7679904715682, 'prebreathing_time': 231.94967176138832, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
533,"{'altitude': 19048.6092512112, 'time_at_altitude': 175.74101984637414, 'prebreathing_time': 70.94987840472407, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
534,"{'altitude': 24714.13234094365, 'time_at_altitude': 145.12303539140618, 'prebreathing_time': 28.07263085465177, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
535,"{'altitude': 22012.630424001836, 'time_at_altitude': 268.554539575847, 'prebreathing_time': 132.75221897215414, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
536,"{'altitude': 19955.292490350068, 'time_at_altitude': 190.8577169779188, 'prebreathing_time': 48.1846963577526, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
537,"{'altitude': 22070.36627304885, 'time_at_altitude': 74.27820231722554, 'prebreathing_time': 164.72959869441942, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
538,"{'altitude': 19223.964685041436, 'time_at_altitude': 4.332916796816267, 'prebreathing_time': 192.20311704665835, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
539,"{'altitude': 18098.72944269701, 'time_at_altitude': 283.2929024912753, 'prebreathing_time': 187.17678313707842, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
540,"{'altitude': 18009.263151314688, 'time_at_altitude': 307.77888165653457, 'prebreathing_time': 158.4600782677644, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
541,"{'altitude': 21001.573541781385, 'time_at_altitude': 328.9083284808599, 'prebreathing_time': 150.0124432644502, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
542,"{'altitude': 18119.40973409684, 'time_at_altitude': 349.03457377382574, 'prebreathing_time': 139.0590138868019, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
543,"{'altitude': 22134.675379541673, 'time_at_altitude': 308.654272114025, 'prebreathing_time': 172.82067061690583, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
544,"{'altitude': 23492.462991494525, 'time_at_altitude': 311.80690941358296, 'prebreathing_time': 129.36456073973886, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
545,"{'altitude': 22657.86087475391, 'time_at_altitude': 248.6234794828175, 'prebreathing_time': 9.404541416764838, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
546,"{'altitude': 21465.421659988162, 'time_at_altitude': 271.76023510869993, 'prebreathing_time': 156.64943108045486, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
547,"{'altitude': 22847.61092262335, 'time_at_altitude': 254.706149711738, 'prebreathing_time': 62.09624464121873, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
548,"{'altitude': 18320.17151122744, 'time_at_altitude': 268.8872974475415, 'prebreathing_time': 144.51563860397508, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
549,"{'altitude': 18153.82730312122, 'time_at_altitude': 154.7441855108112, 'prebreathing_time': 150.6702423547968, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
550,"{'altitude': 20264.866454932206, 'time_at_altitude': 31.64612161069012, 'prebreathing_time': 101.56648941168504, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
551,"{'altitude': 20753.01182306372, 'time_at_altitude': 184.8656820542087, 'prebreathing_time': 174.43296622001313, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
552,"{'altitude': 21505.614663806846, 'time_at_altitude': 349.6060773922161, 'prebreathing_time': 166.23904720622642, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
553,"{'altitude': 20690.027197153784, 'time_at_altitude': 233.5214003610797, 'prebreathing_time': 139.73202577658094, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
554,"{'altitude': 24246.25697673228, 'time_at_altitude': 320.76397092929125, 'prebreathing_time': 224.29434468576116, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
555,"{'altitude': 24369.78497274326, 'time_at_altitude': 85.14613467611308, 'prebreathing_time': 97.16783249996467, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
556,"{'altitude': 22893.504270655252, 'time_at_altitude': 137.1027305867397, 'prebreathing_time': 152.28088327399772, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
557,"{'altitude': 23218.495003807155, 'time_at_altitude': 22.45899697868217, 'prebreathing_time': 167.60134093420393, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
