scenario_id,scenario,error
1120,"{'altitude': 27768.4775717977, 'time_at_altitude': 183.90833535825314, 'prebreathing_time': 197.49072171692922, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1121,"{'altitude': 27797.214915162975, 'time_at_altitude': 73.35260595980081, 'prebreathing_time': 175.0221375726215, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1122,"{'altitude': 26331.059545186145, 'time_at_altitude': 89.41215581698434, 'prebreathing_time': 44.19688880400344, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1123,"{'altitude': 31040.913770742085, 'time_at_altitude': 343.7146379621298, 'prebreathing_time': 159.2386421965049, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1124,"{'altitude': 26202.97365543669, 'time_at_altitude': 318.02689171383156, 'prebreathing_time': 89.83099653237475, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1125,"{'altitude': 25118.42046088633, 'time_at_altitude': 84.82189272958101, 'prebreathing_time': 170.14603168348066, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1126,"{'altitude': 26889.81137104796, 'time_at_altitude': 245.5259352463805, 'prebreathing_time': 143.0362993593371, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1127,"{'altitude': 32359.109542189148, 'time_at_altitude': 58.89525895426856, 'prebreathing_time': 15.300761849523994, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1128,"{'altitude': 29474.18566497472, 'time_at_altitude': 218.20615170894575, 'prebreathing_time': 51.48402515450699, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1129,"{'altitude': 32434.77177005938, 'time_at_altitude': 254.0589655416534, 'prebreathing_time': 148.21497873076964, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1130,"{'altitude': 30000.070544515715, 'time_at_altitude': 274.11550574149635, 'prebreathing_time': 125.20801210386307, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1131,"{'altitude': 28672.505855067506, 'time_at_altitude': 269.3265813908303, 'prebreathing_time': 103.44390462219329, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1132,"{'altitude': 26605.23317521519, 'time_at_altitude': 134.1841005658813, 'prebreathing_time': 119.70339404907867, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1133,"{'altitude': 26046.29731491465, 'time_at_altitude': 279.64169719010675, 'prebreathing_time': 27.22642612479273, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1134,"{'altitude': 31454.776291259735, 'time_at_altitude': 31.79907626925549, 'prebreathing_time': 23.692879707337696, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1135,"{'altitude': 31501.70631666074, 'time_at_altitude': 170.68109062400893, 'prebreathing_time': 89.15203717278257, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1136,"{'altitude': 25358.769165828406, 'time_at_altitude': 144.53316160822746, 'prebreathing_time': 165.50802309058258, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1137,"{'altitude': 32028.420220609503, 'time_at_altitude': 259.5912643497873, 'prebreathing_time': 74.59406492866793, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1138,"{'altitude': 25599.880693681516, 'time_at_altitude': 247.71535627342902, 'prebreathing_time': 231.04138198008226, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1139,"{'altitude': 29567.1967934068, 'time_at_altitude': 273.8947788224222, 'prebreathing_time': 70.53780673968153, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1140,"{'altitude': 31443.842424724415, 'time_at_altitude': 33.83404991628767, 'prebreathing_time': 200.27610796410136, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1141,"{'altitude': 27869.38635160416, 'time_at_altitude': 75.21557123813135, 'prebreathing_time': 114.50791914968902, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1142,"{'altitude': 25840.17153559682, 'time_at_altitude': 92.59246966982045, 'prebreathing_time': 224.1397622794502, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1143,"{'altitude': 29950.050428975603, 'time_at_altitude': 248.5502240063636, 'prebreathing_time': 39.85760389757948, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1144,"{'altitude': 28531.35176499795, 'time_at_altitude': 203.67406926234264, 'prebreathing_time': 155.90597768216998, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1145,"{'altitude': 25486.27078587683, 'time_at_altitude': 4.923144302627977, 'prebreathing_time': 110.53626182190061, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1146,"{'altitude': 25573.65896557725, 'time_at_altitude': 335.623289261966, 'prebreathing_time': 197.5200820699947, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1147,"{'altitude': 31057.855778303943, 'time_at_altitude': 157.06350960396185, 'prebreathing_time': 46.923744506316616, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1148,"{'altitude': 28647.81070940462, 'time_at_altitude': 113.09517967894858, 'prebreathing_time': 98.6716014141963, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1149,"{'altitude': 30050.79005137831, 'time_at_altitude': 271.6607127996322, 'prebreathing_time': 161.4374147127654, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1150,"{'altitude': 28428.053952151662, 'time_at_altitude': 104.9306391820957, 'prebreathing_time': 98.16248522373724, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1151,"{'altitude': 25645.455540023802, 'time_at_altitude': 51.97866631545177, 'prebreathing_time': 206.09748728397062, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1152,"{'altitude': 30828.55265570858, 'time_at_altitude': 315.10946499625294, 'prebreathing_time': 160.72825654182682, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1153,"{'altitude': 29669.2039236769, 'time_at_altitude': 77.78345676264641, 'prebreathing_time': 217.11242077437268, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1154,"{'altitude': 27130.72341365595, 'time_at_altitude': 264.4287255994891, 'prebreathing_time': 202.04139577097914, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1155,"{'altitude': 28283.503926176865, 'time_at_altitude': 281.3207867452135, 'prebreathing_time': 17.131914391262626, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1156,"{'altitude': 28069.13374802257, 'time_at_altitude': 344.90656812520626, 'prebreathing_time': 68.64963494352031, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1157,"{'altitude': 30045.239365194757, 'time_at_altitude': 353.3061415025026, 'prebreathing_time': 60.06815464481649, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1158,"{'altitude': 31964.56941905313, 'time_at_altitude': 216.63099791909346, 'prebreathing_time': 9.332425431747522, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1159,"{'altitude': 30114.937371808126, 'time_at_altitude': 99.20091428846884, 'prebreathing_time': 235.78756602998212, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1160,"{'altitude': 30027.442939894638, 'time_at_altitude': 62.27739102326354, 'prebreathing_time': 20.128586490010953, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1161,"{'altitude': 30048.847620130495, 'time_at_altitude': 22.549531820043335, 'prebreathing_time': 19.42768375931001, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1162,"{'altitude': 26300.064902206286, 'time_at_altitude': 149.38651293183335, 'prebreathing_time': 23.914128307054998, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1163,"{'altitude': 27254.25300535721, 'time_at_altitude': 84.25993004648383, 'prebreathing_time': 158.58640465430312, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1164,"{'altitude': 30321.313380412834, 'time_at_altitude': 296.72590147671747, 'prebreathing_time': 36.7948666963342, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1165,"{'altitude': 32002.06192938482, 'time_at_altitude': 98.05742252584704, 'prebreathing_time': 55.7525719722876, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1166,"{'altitude': 27228.758891022553, 'time_at_altitude': 156.00669452693174, 'prebreathing_time': 68.46705620890627, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1167,"{'altitude': 28637.00608022149, 'time_at_altitude': 199.18051484684545, 'prebreathing_time': 168.88298502258198, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1168,"{'altitude': 32078.814029724705, 'time_at_altitude': 105.10686277753766, 'prebreathing_time': 54.66917906528933, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1169,"{'altitude': 27383.601441553074, 'time_at_altitude': 313.6379325372064, 'prebreathing_time': 234.4376875391959, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1170,"{'altitude': 29599.5135856231, 'time_at_altitude': 337.0616466717885, 'prebreathing_time': 215.4141579097487, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1171,"{'altitude': 27148.11134899291, 'time_at_altitude': 33.69545443340476, 'prebreathing_time': 189.26874551874718, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1172,"{'altitude': 28677.928387863707, 'time_at_altitude': 292.6669602065243, 'prebreathing_time': 112.93763855637505, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1173,"{'altitude': 27598.001608783143, 'time_at_altitude': 75.95358343673622, 'prebreathing_time': 94.41512514623778, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1174,"{'altitude': 31338.930158561227, 'time_at_altitude': 195.06319885431887, 'prebreathing_time': 104.2748332103033, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1175,"{'altitude': 28205.059174323767, 'time_at_altitude': 192.01404944410547, 'prebreathing_time': 124.10508304302797, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1176,"{'altitude': 32251.50801486264, 'time_at_altitude': 153.54073057189854, 'prebreathing_time': 34.23823585607499, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1177,"{'altitude': 26800.885139370916, 'time_at_altitude': 262.759285966476, 'prebreathing_time': 181.1741414265498, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1178,"{'altitude': 27634.0641552097, 'time_at_altitude': 63.04916932135697, 'prebreathing_time': 80.47160412045505, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1179,"{'altitude': 25601.72560796265, 'time_at_altitude': 129.97636824139684, 'prebreathing_time': 0.797077967390063, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1180,"{'altitude': 26319.85482681421, 'time_at_altitude': 230.7749925355463, 'prebreathing_time': 7.26394001219357, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1181,"{'altitude': 28472.95470853654, 'time_at_altitude': 217.65671374936267, 'prebreathing_time': 68.58037422558168, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1182,"{'altitude': 28209.028666700324, 'time_at_altitude': 80.57218090818694, 'prebreathing_time': 137.99839946402778, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1183,"{'altitude': 31427.586609438295, 'time_at_altitude': 317.92706193196574, 'prebreathing_time': 232.94428064554964, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1184,"{'altitude': 26923.759642560144, 'time_at_altitude': 100.40907710185934, 'prebreathing_time': 131.16580709374315, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1185,"{'altitude': 28390.037521800572, 'time_at_altitude': 97.70609438459954, 'prebreathing_time': 237.83858258331648, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1186,"{'altitude': 31257.37040488475, 'time_at_altitude': 61.99379340363782, 'prebreathing_time': 22.987162326840227, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1187,"{'altitude': 30012.720983003004, 'time_at_altitude': 93.49853537435744, 'prebreathing_time': 171.75348226245427, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1188,"{'altitude': 29410.187291198316, 'time_at_altitude': 273.97479828867, 'prebreathing_time': 117.48217994624636, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1189,"{'altitude': 28039.43648557535, 'time_at_altitude': 12.452367579290232, 'prebreathing_time': 163.8309108842586, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1190,"{'altitude': 32249.39116245443, 'time_at_altitude': 165.7024916540842, 'prebreathing_time': 141.05752662523923, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1191,"{'altitude': 31691.133287565935, 'time_at_altitude': 47.52285257896902, 'prebreathing_time': 140.3646233098109, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1192,"{'altitude': 26769.56552709796, 'time_at_altitude': 314.2630100228183, 'prebreathing_time': 25.566487106554714, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1193,"{'altitude': 27058.02112060479, 'time_at_altitude': 68.93167871628935, 'prebreathing_time': 151.3942111275004, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1194,"{'altitude': 28858.904389214535, 'time_at_altitude': 66.18306952886809, 'prebreathing_time': 187.46144681594802, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1195,"{'altitude': 31723.229888779548, 'time_at_altitude': 83.13283629663161, 'prebreathing_time': 51.97475002720772, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1196,"{'altitude': 31037.113627838145, 'time_at_altitude': 321.8790502402233, 'prebreathing_time': 82.85797407588656, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1197,"{'altitude': 31695.237439395838, 'time_at_altitude': 62.36705833842336, 'prebreathing_time': 183.56765549101547, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1198,"{'altitude': 25438.15078172059, 'time_at_altitude': 183.1288697020143, 'prebreathing_time': 11.323137396718641, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1199,"{'altitude': 29526.017458954026, 'time_at_altitude': 283.40958118158824, 'prebreathing_time': 197.68035472683138, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1200,"{'altitude': 32206.698375593125, 'time_at_altitude': 44.14823934876831, 'prebreathing_time': 119.8409645988183, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1201,"{'altitude': 30850.588281184428, 'time_at_altitude': 261.06605253284124, 'prebreathing_time': 52.58413689993296, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1202,"{'altitude': 25043.560662693966, 'time_at_altitude': 109.23724084345656, 'prebreathing_time': 165.13285397060216, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1203,"{'altitude': 26025.14647484401, 'time_at_altitude': 154.26538774138436, 'prebreathing_time': 123.15294067268559, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1204,"{'altitude': 29963.998776107197, 'time_at_altitude': 353.5147086745239, 'prebreathing_time': 55.528802175760525, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1205,"{'altitude': 25203.093530463906, 'time_at_altitude': 271.2310412660549, 'prebreathing_time': 182.19725723260268, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1206,"{'altitude': 30665.716873647558, 'time_at_altitude': 266.05434500538985, 'prebreathing_time': 170.26270157276878, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1207,"{'altitude': 31862.709469509988, 'time_at_altitude': 286.99393949240437, 'prebreathing_time': 132.9728391038311, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1208,"{'altitude': 29531.07269378541, 'time_at_altitude': 41.830693122206014, 'prebreathing_time': 97.50860330538376, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1209,"{'altitude': 28626.34292651867, 'time_at_altitude': 20.719677389498777, 'prebreathing_time': 85.16380076372681, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1210,"{'altitude': 31269.530886270684, 'time_at_altitude': 7.953206738848097, 'prebreathing_time': 196.84000026805748, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1211,"{'altitude': 31649.293902916503, 'time_at_altitude': 224.59220949454237, 'prebreathing_time': 13.511556521432535, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1212,"{'altitude': 27082.596032757196, 'time_at_altitude': 330.07550385639354, 'prebreathing_time': 55.5706638214716, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1213,"{'altitude': 25636.75096345934, 'time_at_altitude': 333.79545169295744, 'prebreathing_time': 79.96058539566295, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1214,"{'altitude': 29937.74209664669, 'time_at_altitude': 216.63691458532284, 'prebreathing_time': 57.35572897226929, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1215,"{'altitude': 27155.517478750116, 'time_at_altitude': 173.28652531276848, 'prebreathing_time': 107.91859211536843, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1216,"{'altitude': 25070.474946346847, 'time_at_altitude': 275.70533419277626, 'prebreathing_time': 224.28248663254348, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1217,"{'altitude': 26830.825739886044, 'time_at_altitude': 279.61843333272054, 'prebreathing_time': 36.82902216339227, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1218,"{'altitude': 31197.523907934665, 'time_at_altitude': 335.4594335269224, 'prebreathing_time': 63.24969029409942, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1219,"{'altitude': 29048.76705621407, 'time_at_altitude': 211.98223373170524, 'prebreathing_time': 186.62469634776113, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1220,"{'altitude': 32215.80930582753, 'time_at_altitude': 141.97857022417364, 'prebreathing_time': 101.92491272522156, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1221,"{'altitude': 25595.400262718496, 'time_at_altitude': 122.10058008347526, 'prebreathing_time': 100.18241972693112, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1222,"{'altitude': 32221.455299406694, 'time_at_altitude': 52.539309341320845, 'prebreathing_time': 211.03756132698797, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1223,"{'altitude': 27480.802828785952, 'time_at_altitude': 332.8974396536878, 'prebreathing_time': 168.16728720997958, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1224,"{'altitude': 28051.834757481443, 'time_at_altitude': 318.3122545679304, 'prebreathing_time': 138.53440159911275, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1225,"{'altitude': 26689.333154859527, 'time_at_altitude': 1.409629809920295, 'prebreathing_time': 154.95552807962477, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1226,"{'altitude': 27973.005420931597, 'time_at_altitude': 290.53516826881133, 'prebreathing_time': 225.5235453794032, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1227,"{'altitude': 29410.00392329055, 'time_at_altitude': 349.4948443648295, 'prebreathing_time': 129.74133070059378, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1228,"{'altitude': 31274.23913643702, 'time_at_altitude': 306.3676918681953, 'prebreathing_time': 44.41635374459072, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1229,"{'altitude': 26504.544752887658, 'time_at_altitude': 339.91027655532923, 'prebreathing_time': 30.76966275856102, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1230,"{'altitude': 29671.366782712805, 'time_at_altitude': 315.3301040830189, 'prebreathing_time': 149.3039492092353, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1231,"{'altitude': 27754.223303306528, 'time_at_altitude': 277.7596243446279, 'prebreathing_time': 128.49407904043528, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1232,"{'altitude': 30605.318742777723, 'time_at_altitude': 227.08081881610826, 'prebreathing_time': 84.57403781790494, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
